participantcode,participantlabel,payoff_final,sessionlabel,location,task,treatment,id_in_group,round,role,correct,cheat,whistle,group_id,role_group,output_employees,output_firm,surplus_firm,winning_firm,payoff,cheaters,whistlers,payoff_total,payoff_game,belief_cheat,total_cheaters,belief_whistle,total_whistlers,payoff_beliefs,morality_manager,morality_employee,morality_public,firm_loyalty,payoff_judgements,risk,payoff_risk,svo,payoff_svo,age,study,gender
8ctq5yhd,PC02,10.2,Session 04,0,0,1,2,10,public,0,0,0,4,public,0,0,0,0,120,1,3,1020,635,23,4,24,19,0,0,-1,-2,0,0,4,300,30.469999,85,19,1,1
8ctq5yhd,PC02,10.2,Session 04,0,0,1,3,11,employee,6,0,0,3,firm,12,24,360,1,210,0,0,1020,635,23,4,24,19,0,0,-1,-2,0,0,4,300,30.469999,85,19,1,1
8ctq5yhd,PC02,10.2,Session 04,0,0,1,2,12,public,0,0,0,4,public,0,0,0,0,140,0,2,1020,635,23,4,24,19,0,0,-1,-2,0,0,4,300,30.469999,85,19,1,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,3,1,employee,6,0,0,1,firm,12,12,120,0,150,0,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,2,2,public,6,0,0,4,public,0,0,0,0,100,1,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,3,3,employee,6,0,0,2,firm,12,24,240,0,180,1,2,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,2,4,public,6,0,0,4,public,0,0,0,0,120,0,2,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,3,5,employee,6,0,0,3,firm,12,24,240,0,180,0,2,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,2,6,public,6,0,0,4,public,0,0,0,0,100,1,2,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,3,7,employee,6,0,0,1,firm,12,24,240,0,180,0,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,2,8,public,6,0,0,4,public,0,0,0,0,80,2,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,3,9,employee,6,0,0,2,firm,12,12,120,0,150,0,2,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,2,10,public,6,0,0,4,public,0,0,0,0,120,0,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,3,11,employee,6,0,0,3,firm,11,22,220,0,175,0,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8eft299o,PC12,9.8999996,Session 28,1,1,0,2,12,public,6,0,0,4,public,0,0,0,0,100,1,1,985,575,0,6,0,17,0,-2,-1,-2,0,10,4,300,37.48,100,24,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,2,1,employee,6,0,1,3,firm,12,12,90,0,143,0,2,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,5,2,public,6,0,0,4,public,0,0,0,0,100,1,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,2,3,employee,6,0,1,1,firm,12,24,360,1,210,2,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,5,4,public,6,0,0,4,public,0,0,0,0,100,1,0,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,2,5,employee,6,0,1,2,firm,12,12,90,0,143,1,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,5,6,public,6,0,0,4,public,0,0,0,0,80,2,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,2,7,employee,6,0,1,3,firm,12,24,180,0,165,1,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,5,8,public,6,0,0,4,public,0,0,0,0,100,1,0,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,2,9,employee,6,0,1,1,firm,12,24,360,1,210,2,2,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,5,10,public,6,0,0,4,public,0,0,0,0,100,1,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,2,11,employee,6,0,1,2,firm,11,11,165,1,161,1,1,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8ijpm59d,PC15,7.3000002,Session 17,0,1,2,5,12,public,6,0,0,4,public,0,0,0,0,100,1,0,734,571,6,14,50,11,0,-2,0,-2,0,10,4,60,34.880001,93,22,0,1
8lrhdwm3,PC12,10.1,Session 19,0,1,2,2,1,employee,6,0,0,1,firm,12,24,180,0,165,0,1,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,1,2,public,6,0,0,4,public,0,0,0,0,120,0,0,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,2,3,employee,6,0,0,2,firm,12,24,360,1,210,0,1,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,1,4,public,6,0,0,4,public,0,0,0,0,120,0,0,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,2,5,employee,6,0,0,3,firm,12,24,180,0,165,0,2,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,1,6,public,6,0,0,4,public,0,0,0,0,120,0,1,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,2,7,employee,6,0,0,1,firm,12,24,180,0,165,0,1,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,1,8,public,6,0,0,4,public,0,0,0,0,120,0,0,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,2,9,employee,6,0,0,2,firm,12,24,360,1,210,0,1,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,1,10,public,6,0,0,4,public,0,0,0,0,120,0,0,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,2,11,employee,6,0,0,3,firm,12,24,180,0,165,0,1,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8lrhdwm3,PC12,10.1,Session 19,0,1,2,1,12,public,6,0,0,4,public,0,0,0,0,120,0,0,1005,615,3,0,5,8,40,-1,0,-2,0,30,2,220,45,100,29,2,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,3,1,public,6,0,0,4,public,0,0,0,0,100,1,1,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,2,2,employee,6,0,0,2,firm,12,24,180,0,165,2,1,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,3,3,public,6,0,0,4,public,0,0,0,0,80,2,2,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,2,4,employee,6,0,0,3,firm,12,24,180,0,165,2,0,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,3,5,public,6,0,0,4,public,0,0,0,0,80,2,4,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,2,6,employee,6,0,0,1,firm,12,24,180,0,165,2,0,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,3,7,public,6,0,0,4,public,0,0,0,0,100,1,3,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,2,8,employee,6,0,0,2,firm,12,24,180,0,165,2,0,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,3,9,public,6,0,0,4,public,0,0,0,0,100,1,2,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,2,10,employee,6,0,0,3,firm,12,24,180,0,165,1,0,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,3,11,public,6,0,0,4,public,0,0,0,0,80,2,1,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8pgkb8ly,PC12,7.5,Session 27,1,1,1,2,12,employee,6,0,0,1,firm,12,24,180,0,165,1,0,745,490,4,19,4,14,0,0,0,-1,-1,30,0,140,20.940001,85,28,0,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,1,manager,4,0,0,3,firm,12,24,360,1,300,0,1,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,2,manager,6,0,0,3,firm,12,24,180,0,210,0,0,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,3,manager,6,0,0,3,firm,12,24,360,1,300,0,2,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,4,manager,5,0,0,3,firm,12,24,180,0,210,0,1,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,5,manager,6,0,0,3,firm,11,22,165,0,203,0,2,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,6,manager,6,0,0,3,firm,12,24,180,0,210,0,2,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,7,manager,4,0,0,3,firm,12,24,180,0,210,0,1,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,8,manager,6,0,0,3,firm,12,24,360,1,300,0,0,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,9,manager,6,0,0,3,firm,12,24,180,0,210,0,1,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,10,manager,6,0,0,3,firm,11,22,165,0,203,0,0,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,11,manager,6,0,0,3,firm,12,24,180,0,210,1,0,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8qpcw2qf,PC14,12.8,Session 14,0,1,1,1,12,manager,6,0,0,3,firm,12,24,360,1,300,0,0,1283,1020,0,1,24,10,20,-2,-1,-2,2,10,0,140,37.48,93,34,1,0
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,2,1,public,6,0,0,4,public,0,0,0,0,120,0,2,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,3,2,employee,6,0,0,1,firm,12,24,360,1,210,1,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,2,3,public,6,0,0,4,public,0,0,0,0,80,2,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,3,4,employee,6,0,0,2,firm,12,12,90,0,143,1,0,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,2,5,public,6,0,0,4,public,0,0,0,0,100,1,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,3,6,employee,6,0,0,3,firm,11,22,165,0,161,2,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,2,7,public,6,0,0,4,public,0,0,0,0,100,1,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,3,8,employee,6,0,0,1,firm,12,24,360,1,210,1,0,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,2,9,public,6,0,0,4,public,0,0,0,0,80,2,2,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,3,10,employee,6,0,0,2,firm,12,12,180,1,165,1,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,2,11,public,6,0,0,4,public,0,0,0,0,100,1,1,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
8x38eu0n,PC13,7.6999998,Session 17,0,1,2,3,12,employee,6,0,0,3,firm,12,24,360,1,210,1,0,773,533,3,14,3,11,0,-1,0,-1,1,40,2,100,7.8200002,100,19,1,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,5,1,public,6,0,0,4,public,0,0,0,0,100,1,1,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,2,2,employee,6,0,1,3,firm,12,24,360,1,210,1,2,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,5,3,public,6,0,0,4,public,0,0,0,0,120,0,2,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,2,4,employee,6,0,0,1,firm,12,24,180,0,165,0,1,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,5,5,public,6,0,0,4,public,0,0,0,0,120,0,3,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,2,6,employee,6,0,0,2,firm,12,24,360,1,210,1,2,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,5,7,public,6,0,0,4,public,0,0,0,0,120,0,1,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,2,8,employee,6,0,0,3,firm,12,24,180,0,165,0,1,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,5,9,public,6,0,0,4,public,0,0,0,0,120,0,1,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,2,10,employee,6,0,1,1,firm,12,24,360,1,210,0,1,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,5,11,public,6,0,0,4,public,0,0,0,0,120,0,3,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
97w4dkk8,PC14,8.3000002,Session 18,0,1,2,2,12,employee,6,0,0,2,firm,12,24,360,1,210,0,0,825,615,5,3,8,18,20,0,0,-1,-1,10,3,80,8.7600002,100,22,2,1
98twv1zb,PC12,10.3,Session 12,0,1,0,2,1,employee,6,0,0,1,firm,11,22,220,0,175,0,2,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,1,2,public,6,0,0,4,public,0,0,0,0,120,0,1,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,2,3,employee,6,0,0,2,firm,12,24,240,0,180,0,3,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,1,4,public,6,0,0,4,public,0,0,0,0,120,0,1,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,2,5,employee,6,0,0,3,firm,12,24,240,0,180,0,2,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,1,6,public,6,0,0,4,public,0,0,0,0,120,0,1,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,2,7,employee,6,0,0,1,firm,12,24,240,0,180,0,3,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,1,8,public,6,0,0,4,public,0,0,0,0,120,0,2,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,2,9,employee,6,0,0,2,firm,12,24,240,0,180,0,2,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,1,10,public,6,0,0,4,public,0,0,0,0,120,0,1,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,2,11,employee,6,0,0,3,firm,12,24,240,0,180,0,0,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
98twv1zb,PC12,10.3,Session 12,0,1,0,1,12,public,6,0,0,4,public,0,0,0,0,120,0,0,1030,600,9,0,9,18,0,-1,0,-2,2,30,4,300,37.09,100,21,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,1,1,public,6,0,0,4,public,0,0,0,0,120,0,4,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,2,2,employee,6,0,0,1,firm,12,24,240,0,180,0,3,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,1,3,public,6,0,0,4,public,0,0,0,0,120,0,2,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,2,4,employee,6,0,0,2,firm,12,24,240,0,180,0,4,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,1,5,public,6,0,0,4,public,0,0,0,0,120,0,3,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,2,6,employee,6,0,0,3,firm,12,24,240,0,180,0,3,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,1,7,public,6,0,0,4,public,0,0,0,0,120,0,1,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,2,8,employee,5,0,0,1,firm,11,22,220,0,155,0,2,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,1,9,public,6,0,0,4,public,0,0,0,0,120,0,1,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,2,10,employee,6,0,0,2,firm,12,24,240,0,180,0,1,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,1,11,public,6,0,0,4,public,0,0,0,0,120,0,1,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
99inr74r,PC13,8.6999998,Session 15,0,1,0,2,12,employee,6,0,1,3,firm,12,24,240,0,180,0,3,870,600,3,0,10,28,20,0,0,0,0,10,0,140,16.26,100,27,0,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,1,1,public,6,0,0,4,public,0,0,0,0,100,1,1,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,2,2,employee,6,0,0,1,firm,12,24,180,0,165,2,1,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,1,3,public,6,0,0,4,public,0,0,0,0,80,2,2,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,2,4,employee,6,0,0,2,firm,12,24,360,1,210,2,0,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,1,5,public,6,0,0,4,public,0,0,0,0,80,2,4,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,2,6,employee,6,0,0,3,firm,12,24,360,1,210,2,0,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,1,7,public,6,0,0,4,public,0,0,0,0,100,1,3,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,2,8,employee,6,0,0,1,firm,12,24,360,1,210,2,0,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,1,9,public,6,0,0,4,public,0,0,0,0,100,1,2,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,2,10,employee,6,0,0,2,firm,12,24,180,0,165,1,0,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,1,11,public,6,0,0,4,public,0,0,0,0,80,2,1,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecdi4v7,PC07,7.8000002,Session 27,1,1,1,2,12,employee,6,0,0,3,firm,12,24,180,0,165,1,0,775,535,30,19,6,14,0,0,0,1,2,20,1,120,40.07,100,22,3,0
9ecqz8mv,PC14,10,Session 25,1,1,1,2,1,employee,6,0,0,1,firm,12,12,90,0,143,0,1,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,1,2,public,6,0,0,4,public,0,0,0,0,120,0,2,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,2,3,employee,6,0,0,2,firm,12,24,360,1,210,0,0,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,1,4,public,6,0,0,4,public,0,0,0,0,120,0,4,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,2,5,employee,6,0,0,3,firm,12,24,180,0,165,0,0,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,1,6,public,6,0,0,4,public,0,0,0,0,120,0,4,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,2,7,employee,6,0,0,1,firm,11,22,165,0,161,0,2,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,1,8,public,6,0,0,4,public,0,0,0,0,100,1,3,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,2,9,employee,6,0,0,2,firm,11,22,165,0,161,1,1,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,1,10,public,6,0,0,4,public,0,0,0,0,120,0,3,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,2,11,employee,6,0,0,3,firm,12,24,360,1,210,0,3,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
9ecqz8mv,PC14,10,Session 25,1,1,1,1,12,public,6,0,0,4,public,0,0,0,0,120,0,3,995,660,5,2,10,26,20,0,0,2,-2,10,2,220,7.8200002,85,24,1,1
