participantcode,participantlabel,payoff_final,sessionlabel,location,task,treatment,id_in_group,round,role,correct,cheat,whistle,group_id,role_group,output_employees,output_firm,surplus_firm,winning_firm,payoff,cheaters,whistlers,payoff_total,payoff_game,belief_cheat,total_cheaters,belief_whistle,total_whistlers,payoff_beliefs,morality_manager,morality_employee,morality_public,firm_loyalty,payoff_judgements,risk,payoff_risk,svo,payoff_svo,age,study,gender
1622pi0r,PC05,9.6000004,Session 05,0,0,0,2,4,employee,6,0,0,1,firm,12,24,240,0,180,1,0,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,5,5,public,0,0,0,4,public,0,0,0,0,140,0,1,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,2,6,employee,6,0,0,2,firm,12,24,240,0,180,0,0,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,5,7,public,0,0,0,4,public,0,0,0,0,120,1,1,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,2,8,employee,6,0,0,3,firm,12,12,120,0,150,0,0,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,5,9,public,0,0,0,4,public,0,0,0,0,120,1,1,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,2,10,employee,6,0,0,1,firm,12,12,120,0,150,0,0,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,5,11,public,0,0,0,4,public,0,0,0,0,140,0,1,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,2,12,employee,6,0,0,2,firm,11,22,220,0,175,0,0,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
16jvdngg,PC11,9.1999998,Session 02,0,0,0,4,1,public,0,0,0,4,public,0,0,0,0,140,0,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,3,2,employee,6,0,0,2,firm,12,24,240,0,180,2,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,4,3,public,0,0,0,4,public,0,0,0,0,140,0,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,3,4,employee,6,0,1,3,firm,12,24,240,0,180,1,3,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,4,5,public,0,0,0,4,public,0,0,0,0,140,0,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,3,6,employee,6,0,0,1,firm,12,24,240,0,180,2,2,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,4,7,public,0,0,0,4,public,0,0,0,0,120,1,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,3,8,employee,6,0,0,2,firm,12,24,240,0,180,1,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,4,9,public,0,0,0,4,public,0,0,0,0,120,1,0,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,3,10,employee,6,0,0,3,firm,12,12,120,0,150,1,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,4,11,public,0,0,0,4,public,0,0,0,0,140,0,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
16jvdngg,PC11,9.1999998,Session 02,0,0,0,3,12,employee,6,0,0,1,firm,12,24,240,0,180,1,1,920,640,3,10,3,14,0,-1,0,-1,1,40,0,140,34.880001,100,19,1,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,1,manager,0,1,0,3,firm,12,24,360,1,300,1,1,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,2,manager,0,1,0,3,firm,12,24,360,1,230,2,1,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,3,manager,0,1,0,3,firm,12,24,360,1,230,2,2,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,4,manager,0,1,0,3,firm,12,24,180,0,210,2,0,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,5,manager,0,1,0,3,firm,12,24,180,0,140,2,4,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,6,manager,0,1,0,3,firm,12,24,360,1,300,2,0,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,7,manager,0,1,0,3,firm,12,24,180,0,210,1,3,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,8,manager,0,1,0,3,firm,12,24,180,0,210,2,0,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,9,manager,0,1,0,3,firm,11,22,165,0,203,1,2,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,10,manager,0,1,0,3,firm,12,24,180,0,210,1,0,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,11,manager,0,1,0,3,firm,11,22,165,0,203,2,1,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
18ffu9my,PC14,10.7,Session 27,1,1,1,1,12,manager,0,1,0,3,firm,12,24,180,0,210,1,0,1072,853,30,19,20,14,0,-1,0,0,2,10,1,120,21.49,89,26,0,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,2,1,public,6,0,0,4,public,0,0,0,0,120,0,1,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,3,2,employee,6,0,0,1,firm,12,24,180,0,165,0,0,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,2,3,public,6,0,0,4,public,0,0,0,0,120,0,1,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,3,4,employee,6,0,0,2,firm,12,24,180,0,165,0,0,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,2,5,public,6,0,0,4,public,0,0,0,0,120,0,2,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,3,6,employee,6,0,0,3,firm,12,24,180,0,165,0,1,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,2,7,public,6,0,0,4,public,0,0,0,0,120,0,1,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,3,8,employee,6,0,0,1,firm,12,24,360,1,210,0,0,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,2,9,public,6,0,0,4,public,0,0,0,0,120,0,1,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,3,10,employee,6,0,0,2,firm,12,24,360,1,210,0,0,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,2,11,public,6,0,0,4,public,0,0,0,0,120,0,1,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1bqfxsn2,PC04,10.1,Session 19,0,1,2,3,12,employee,6,0,0,3,firm,12,24,180,0,165,0,0,1010,570,20,0,10,8,20,-1,1,-2,-1,20,4,300,7.8200002,100,21,2,0
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,2,1,employee,6,0,0,3,firm,12,12,90,0,143,0,2,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,5,2,public,0,0,0,4,public,0,0,0,0,120,1,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,2,3,employee,6,0,1,1,firm,12,24,180,0,165,2,2,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,5,4,public,0,0,0,4,public,0,0,0,0,120,1,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,2,5,employee,6,0,0,2,firm,12,24,180,0,165,1,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,5,6,public,0,0,0,4,public,0,0,0,0,120,1,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,2,7,employee,6,0,0,3,firm,12,24,180,0,165,0,0,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,5,8,public,0,0,0,4,public,0,0,0,0,120,1,0,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,2,9,employee,6,0,0,1,firm,12,24,180,0,165,1,2,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,5,10,public,0,0,0,4,public,0,0,0,0,140,0,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,2,11,employee,6,0,0,2,firm,12,24,360,1,210,0,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1hamcoh4,PC12,9.1999998,Session 07,0,0,1,5,12,public,0,0,0,4,public,0,0,0,0,120,1,1,919,615,19,9,32,13,0,-1,1,-1,1,30,1,180,23.200001,94,18,2,1
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,5,1,public,0,0,0,4,public,0,0,0,0,140,0,2,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,2,2,employee,6,0,1,3,firm,12,12,90,0,143,0,3,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,5,3,public,0,0,0,4,public,0,0,0,0,140,0,0,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,2,4,employee,6,0,1,1,firm,12,24,180,0,165,1,2,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,5,5,public,0,0,0,4,public,0,0,0,0,140,0,2,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,2,6,employee,6,0,1,2,firm,12,24,180,0,165,1,2,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,5,7,public,0,0,0,4,public,0,0,0,0,120,1,0,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,2,8,employee,6,0,1,3,firm,12,24,360,1,210,0,2,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,5,9,public,0,0,0,4,public,0,0,0,0,140,0,1,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,2,10,employee,6,0,1,1,firm,12,24,180,0,140,1,3,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,5,11,public,0,0,0,4,public,0,0,0,0,140,0,0,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1mon4jwa,PC13,8.3999996,Session 04,0,0,1,2,12,employee,6,0,1,2,firm,12,24,180,0,165,0,2,843,610,3,4,36,19,20,-1,0,-2,-2,20,2,100,45,93,19,2,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,1,manager,2,0,0,1,firm,12,12,90,0,165,0,1,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,2,manager,2,0,0,1,firm,12,12,90,0,165,0,2,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,3,manager,4,0,0,1,firm,12,24,180,0,210,0,0,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,4,manager,4,0,0,1,firm,12,24,360,1,300,0,4,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,5,manager,5,0,0,1,firm,12,24,360,1,300,0,0,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,6,manager,4,0,0,1,firm,12,24,180,0,210,0,4,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,7,manager,6,0,0,1,firm,11,22,165,0,203,0,2,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,8,manager,0,1,0,1,firm,12,24,180,0,140,1,3,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,9,manager,4,0,0,1,firm,10,20,150,0,195,1,1,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,10,manager,5,0,0,1,firm,12,24,360,1,300,0,3,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,11,manager,4,0,0,1,firm,12,24,180,0,210,0,3,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1o3943qb,PC08,12.1,Session 25,1,1,1,1,12,manager,5,0,0,1,firm,12,24,180,0,210,0,3,1210,930,11,2,23,26,20,-1,0,-1,2,40,1,120,30.540001,100,28,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,3,1,employee,6,0,0,2,firm,12,12,120,0,150,0,2,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,4,2,public,6,0,0,4,public,0,0,0,0,100,1,0,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,3,3,employee,6,0,0,3,firm,12,12,120,0,150,0,3,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,4,4,public,6,0,0,4,public,0,0,0,0,120,0,0,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,3,5,employee,6,0,0,1,firm,12,24,240,0,180,0,3,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,4,6,public,6,0,0,4,public,0,0,0,0,100,1,0,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,3,7,employee,6,0,0,2,firm,12,24,240,0,180,0,3,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,4,8,public,6,0,0,4,public,0,0,0,0,120,0,0,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,3,9,employee,6,0,0,3,firm,12,24,240,0,180,0,3,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,4,10,public,6,0,0,4,public,0,0,0,0,120,0,1,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,3,11,employee,6,0,1,1,firm,12,24,240,0,180,0,4,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
1p92vaoy,PC15,7.8000002,Session 26,1,1,0,4,12,public,6,0,0,4,public,0,0,0,0,120,0,0,783,570,10,2,15,19,0,0,1,-1,2,20,2,100,32.560001,93,33,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,3,1,employee,6,0,0,1,firm,12,12,90,0,143,0,2,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,2,2,public,6,0,0,4,public,0,0,0,0,100,1,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,3,3,employee,6,0,0,2,firm,12,24,180,0,165,2,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,2,4,public,6,0,0,4,public,0,0,0,0,100,1,0,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,3,5,employee,6,0,0,3,firm,12,24,360,1,210,1,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,2,6,public,6,0,0,4,public,0,0,0,0,80,2,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,3,7,employee,6,0,0,1,firm,12,24,180,0,165,1,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,2,8,public,6,0,0,4,public,0,0,0,0,100,1,0,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,3,9,employee,6,0,0,2,firm,12,24,180,0,165,2,2,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,2,10,public,6,0,0,4,public,0,0,0,0,100,1,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,3,11,employee,5,0,0,3,firm,10,20,150,0,138,1,1,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
21ut8egf,PC09,7.8000002,Session 17,0,1,2,2,12,public,6,0,0,4,public,0,0,0,0,100,1,0,783,503,4,14,0,11,0,-1,0,-1,1,40,0,140,7.8200002,100,21,0,0
23e1sidh,PC02,9.6999998,Session 03,0,0,0,3,1,employee,6,0,0,3,firm,12,24,240,0,180,0,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,6,2,public,0,0,0,4,public,0,0,0,0,120,1,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,3,3,employee,6,0,0,1,firm,11,22,220,0,175,0,3,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,6,4,public,0,0,0,4,public,0,0,0,0,140,0,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,3,5,employee,6,0,0,2,firm,12,24,240,0,180,0,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,6,6,public,0,0,0,4,public,0,0,0,0,140,0,1,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,3,7,employee,6,0,0,3,firm,12,24,240,0,180,0,3,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,6,8,public,0,0,0,4,public,0,0,0,0,120,1,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,3,9,employee,6,0,0,1,firm,12,24,240,0,180,0,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,6,10,public,0,0,0,4,public,0,0,0,0,140,0,2,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,3,11,employee,6,0,0,2,firm,12,24,240,0,180,0,3,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
23e1sidh,PC02,9.6999998,Session 03,0,0,0,6,12,public,0,0,0,4,public,0,0,0,0,140,0,1,970,635,3,2,4,25,20,0,0,1,1,10,2,220,18.209999,85,28,2,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,1,manager,0,1,0,3,firm,12,24,180,0,210,1,0,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,2,manager,5,0,0,3,firm,12,24,180,0,210,1,1,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,3,manager,0,1,0,3,firm,11,22,165,0,203,2,1,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,4,manager,0,1,0,3,firm,12,24,180,0,210,1,0,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,5,manager,0,1,0,3,firm,12,24,180,0,210,2,2,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,6,manager,6,0,0,3,firm,12,24,180,0,210,0,1,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,7,manager,6,0,0,3,firm,12,24,180,0,210,0,3,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,8,manager,6,0,0,3,firm,12,24,360,1,300,1,0,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,9,manager,6,0,0,3,firm,12,24,360,1,300,0,1,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,10,manager,6,0,0,3,firm,12,24,360,1,300,0,0,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,11,manager,4,0,0,3,firm,12,24,180,0,210,0,2,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28h856hs,PC06,12.4,Session 10,0,1,1,1,12,manager,6,0,0,3,firm,12,24,180,0,210,0,1,1243,833,26,8,8,12,0,-2,0,-2,0,10,4,300,34.880001,100,33,3,1
28t6opyg,PC02,12.8,Session 12,0,1,0,1,1,manager,4,0,0,2,firm,12,24,240,0,240,0,2,1281,960,3,0,20,18,40,1,1,-1,1,10,1,180,22.549999,91,18,1,0
28t6opyg,PC02,12.8,Session 12,0,1,0,1,2,manager,6,0,0,2,firm,12,24,240,0,240,0,1,1281,960,3,0,20,18,40,1,1,-1,1,10,1,180,22.549999,91,18,1,0
28t6opyg,PC02,12.8,Session 12,0,1,0,1,3,manager,5,0,0,2,firm,12,24,240,0,240,0,3,1281,960,3,0,20,18,40,1,1,-1,1,10,1,180,22.549999,91,18,1,0
28t6opyg,PC02,12.8,Session 12,0,1,0,1,4,manager,6,0,0,2,firm,12,24,240,0,240,0,1,1281,960,3,0,20,18,40,1,1,-1,1,10,1,180,22.549999,91,18,1,0
28t6opyg,PC02,12.8,Session 12,0,1,0,1,5,manager,5,0,0,2,firm,12,24,240,0,240,0,2,1281,960,3,0,20,18,40,1,1,-1,1,10,1,180,22.549999,91,18,1,0
28t6opyg,PC02,12.8,Session 12,0,1,0,1,6,manager,6,0,0,2,firm,12,24,240,0,240,0,1,1281,960,3,0,20,18,40,1,1,-1,1,10,1,180,22.549999,91,18,1,0
